dataset,Chlorophyll_Sensor,Citation,Depth,ENA_BASE_COUNT,ENA_CHECKLIST,ENA_FASTQ_FILES,ENA_SAMPLE,ENA_SAMPLE_BASE_COUNT,ENA_SAMPLE_SPOT_COUNT,ENA_SPOT_COUNT,ENA_STUDY,ENA_SUBMISSION,Environment__Biome_,Environment__Feature_,Environment__Material_,Environmental_Package,Event_Date_Time_End,Event_Date_Time_Start,Event_Label,Further_Details,Last_Update_Date,Latitude_End,Latitude_Start,Longitude_End,Longitude_Start,Marine_Region,Nitrate_Sensor,Oxygen_Sensor,Project_Name,Protocol_Label,Salinity_Sensor,Sample_Collection_Device,Sample_Status,Sampling_Campaign,Sampling_Platform,Station,Size_Fraction_Lower_Threshold,Size_Fraction_Upper_Threshold,Temperature,Region,fraction
ERR594368,0.186697,tbd,5,5637345978,ERC000030,http://www.ebi.ac.uk/ena/data/view/reports/sra/fastq_files/ERR594368,ERS488673,11862752399,61395078,29023535,ERP003708,ERA356219,marine biome (ENVO:00000447),surface water layer (ENVO:00002042),"""saline water (ENVO:00002010), including plankton (ENVO:xxxxxxxx)""",water,2010-01-20T08:30,2010-01-20T04:27,TARA_20100120T0427Z_034_EVENT_PUMP,tbd,2014-05-01Z,18.4017,18.3967,39.855,39.875,"""(search radius=5 degrees) Marine Province:Red Sea and Gulf of Aden (MRGID:21776), Marine Ecoregion:Southern Red Sea (MRGID:21918)""",-0.9270870000000002,184.06116699999998,Tara Oceans expedition (2009-2013),VIRUS_NUC-Fe_W<-0.22,38.646858,PUMP (High Volume Peristaltic Pump),This version can be used to provide data discovery services,TARA_20100108Z,SV Tara,TARA_034,<,0.22,27.59865,RS,VIRUS
ERR599004,0.002017,tbd,450,8531132747,ERC000030,http://www.ebi.ac.uk/ena/data/view/reports/sra/fastq_files/ERR599004,ERS493822,34453611016,173112857,42908792,ERP001736,ERA357871,marine biome (ENVO:00000447),mesopelagic zone (ENVO:00000213),"""saline water (ENVO:00002010), including plankton (ENVO:xxxxxxxx)""",water,2011-12-12T01:53,2011-12-11T20:37:22,TARA_20111211T2040Z_138_Combined-EVENTS_CAST,tbd,2014-05-01Z,6.3929,6.3559,-103.0691,-103.0598,n/a,36.886053000000004,0.78015,Tara Oceans expedition (2009-2013),BACT_NUC-RNA(10L-or-10min)_W0.22-3,34.608434,ROSETTE sampler with CTD (sbe9C) and 10 Niskin bottles,This version can be used to provide data discovery services,TARA_20111124Z,SV Tara,TARA_138,0.22,3.0,8.210556999999998,NPO,BACT
ERR594363,0.17638,tbd,25,4362975015,ERC000030,http://www.ebi.ac.uk/ena/data/view/reports/sra/fastq_files/ERR594363,ERS488929,8766294338,45416113,22566800,ERP003708,ERA356219,marine biome (ENVO:00000447),deep chlorophyll maximum layer (ENVO:xxxxxxxx),"""saline water (ENVO:00002010), including plankton (ENVO:xxxxxxxx)""",water,2010-03-18T12:32,2010-03-18T11:33,TARA_20100318T1133Z_039_EVENT_PUMP,tbd,2014-05-01Z,18.5679,18.5839,66.4581,66.4727,n/a,-0.611888,192.95875,Tara Oceans expedition (2009-2013),VIRUS_NUC-Fe_W<-0.22,36.332316999999996,PUMP (High Volume Peristaltic Pump) with ECOTriplet,This version can be used to provide data discovery services,TARA_20100309Z,SV Tara,TARA_039,<,0.22,26.812225,IO,VIRUS
ERR594362,0.250054,tbd,5,8487090866,ERC000030,http://www.ebi.ac.uk/ena/data/view/reports/sra/fastq_files/ERR594362,ERS490142,8487090866,43948626,43948626,ERP003708,ERA356219,marine biome (ENVO:00000447),surface water layer (ENVO:00002042),"""saline water (ENVO:00002010), including plankton (ENVO:xxxxxxxx)""",water,2010-07-15T14:47,2010-07-15T12:22,TARA_20100715T1222Z_066_EVENT_PUMP,tbd,2014-05-01Z,-34.8986,-34.9449,18.03,17.9189,(search radius=5 degrees) Marine Ecoregion:Agulhas Bank (MRGID:21806),2.450991,238.916333,Tara Oceans expedition (2009-2013),VIRUS_NUC-Fe_W<-0.22,35.32331700000001,PUMP (High Volume Peristaltic Pump),This version can be used to provide data discovery services,TARA_20100624Z,SV Tara,TARA_066,<,0.22,15.033492,SAO,VIRUS
ERR594361,0.215292,tbd,5,5687243355,ERC000030,http://www.ebi.ac.uk/ena/data/view/reports/sra/fastq_files/ERR594361,ERS490053,11437314322,59658652,29633220,ERP003708,ERA356219,marine biome (ENVO:00000447),surface water layer (ENVO:00002042),"""saline water (ENVO:00002010), including plankton (ENVO:xxxxxxxx)""",water,2010-07-12T09:00,2010-07-12T05:59,TARA_20100712T0559Z_065_EVENT_PUMP,tbd,2014-05-01Z,-35.2087,-35.1728,26.2932,26.2868,"""(search radius=5 degrees) Marine Province:Agulhas (MRGID:21760),  Marine Province:Northern New Zealand (MRGID:21786), Marine Ecoregion:Natal (MRGID:21805), Marine Ecoregion:Agulhas Bank (MRGID:21806)""",99999.0,207.0439,Tara Oceans expedition (2009-2013),VIRUS_NUC-Fe_W<-0.22,35.44665999999999,PUMP (High Volume Peristaltic Pump),This version can be used to provide data discovery services,TARA_20100624Z,SV Tara,TARA_065,<,0.22,21.81684,IO,VIRUS
ERR594360,0.224444,tbd,80,11628801932,ERC000030,http://www.ebi.ac.uk/ena/data/view/reports/sra/fastq_files/ERR594360,ERS488613,11628801932,64643745,64643745,ERP003708,ERA356219,marine biome (ENVO:00000447),deep chlorophyll maximum layer (ENVO:xxxxxxxx),"""saline water (ENVO:00002010), including plankton (ENVO:xxxxxxxx)""",water,2010-01-11T15:20,2010-01-11T14:17,TARA_20100111T1417Z_032_EVENT_PUMP,tbd,2014-05-01Z,23.4217,23.4183,37.2517,37.245,"""(search radius=5 degrees) Marine Province:Red Sea and Gulf of Aden (MRGID:21776), Marine Ecoregion:Northern and Central Red Sea (MRGID:21919)""",1.201064,179.968,Tara Oceans expedition (2009-2013),VIRUS_NUC-Fe_W<-0.22,40.196433,PUMP (High Volume Peristaltic Pump) with ECOTriplet,This version can be used to provide data discovery services,TARA_20100108Z,SV Tara,TARA_032,<,0.22,26.050367,RS,VIRUS
ERR594367,0.47553999999999996,tbd,60,5684276514,ERC000030,http://www.ebi.ac.uk/ena/data/view/reports/sra/fastq_files/ERR594367,ERS489084,17888144262,100024473,30745099,ERP003708,ERA356219,marine biome (ENVO:00000447),deep chlorophyll maximum layer (ENVO:xxxxxxxx),"""saline water (ENVO:00002010), including plankton (ENVO:xxxxxxxx)""",water,2010-03-30T12:20,2010-03-30T10:56,TARA_20100330T1056Z_041_EVENT_PUMP,tbd,2014-05-01Z,14.5375,14.5536,70.0244,70.0128,(search radius=5 degrees) Marine Province:West and South Indian Shelf (MRGID:21777),-0.224514,148.328125,Tara Oceans expedition (2009-2013),VIRUS_NUC-Fe_W<-0.22,36.496162,PUMP (High Volume Peristaltic Pump) with ECOTriplet,This version can be used to provide data discovery services,TARA_20100327Z,SV Tara,TARA_041,<,0.22,27.117663,IO,VIRUS
ERR594325,1.551493,tbd,5,35212793318,ERC000030,http://www.ebi.ac.uk/ena/data/view/reports/sra/fastq_files/ERR594325,ERS490193,35212793318,174320759,174320759,ERP001737,ERA356217,marine biome (ENVO:00000447),surface water layer (ENVO:00002042),"""saline water (ENVO:00002010), including plankton (ENVO:xxxxxxxx)""",water,2010-09-07T07:44,2010-09-07T06:19,TARA_20100907T0619Z_067_EVENT_PUMP,tbd,2014-05-01Z,-32.1,-32.2401,17.7,17.7103,"""(search radius=5 degrees) Marine Ecoregion:Agulhas Bank (MRGID:21806), Marine Ecoregion:Namaqua (MRGID:21832)""",0.405607,249.351417,Tara Oceans expedition (2009-2013),GIRUS_NUC-dry_W0.45-0.8,34.845292,PUMP (High Volume Peristaltic Pump),This version can be used to provide data discovery services,TARA_20100905Z,SV Tara,TARA_067,0.45,0.8,12.83445,SAO,GIRUS
ERR594365,0.099089,tbd,5,5563292835,ERC000030,http://www.ebi.ac.uk/ena/data/view/reports/sra/fastq_files/ERR594365,ERS488892,11072221174,57246863,28789851,ERP003708,ERA356219,marine biome (ENVO:00000447),surface water layer (ENVO:00002042),"""saline water (ENVO:00002010), including plankton (ENVO:xxxxxxxx)""",water,2010-03-18T08:32,2010-03-18T04:27,TARA_20100318T0427Z_039_EVENT_PUMP,tbd,2014-05-01Z,18.5706,18.5918,66.5023,66.622,n/a,-1.415582,193.3535,Tara Oceans expedition (2009-2013),VIRUS_NUC-Fe_W<-0.22,36.285367,PUMP (High Volume Peristaltic Pump),This version can be used to provide data discovery services,TARA_20100309Z,SV Tara,TARA_039,<,0.22,26.81765,IO,VIRUS
ERR594364,0.050608,tbd,5,7788198206,ERC000030,http://www.ebi.ac.uk/ena/data/view/reports/sra/fastq_files/ERR594364,ERS490452,7788198206,39987130,39987130,ERP003708,ERA356219,marine biome (ENVO:00000447),surface water layer (ENVO:00002042),"""saline water (ENVO:00002010), including plankton (ENVO:xxxxxxxx)""",water,2010-10-05T09:23,2010-10-05T08:00,TARA_20101005T0800Z_072_EVENT_PUMP,tbd,2014-05-01Z,-8.7788,-8.7789,-17.9098,-17.9099,n/a,0.263475,199.1195,Tara Oceans expedition (2009-2013),VIRUS_NUC-Fe_W<-0.22,36.42324,PUMP (High Volume Peristaltic Pump),This version can be used to provide data discovery services,TARA_20101003Z,SV Tara,TARA_072,<,0.22,25.02619,SAO,VIRUS
ERR599006,0.053173000000000005,tbd,5,39914333494,ERC000030,http://www.ebi.ac.uk/ena/data/view/reports/sra/fastq_files/ERR599006,ERS490659,45799924901,237321718,206080531,ERP001736,ERA357871,marine biome (ENVO:00000447),surface water layer (ENVO:00002042),"""saline water (ENVO:00002010), including plankton (ENVO:xxxxxxxx)""",water,2010-11-04T13:25,2010-11-04T10:04,TARA_20101104T1004Z_078_EVENT_PUMP,tbd,2014-05-01Z,-30.1885,-30.1367,-43.2831,-43.2899,n/a,-0.385346,221.47475,Tara Oceans expedition (2009-2013),BACT_NUC-RNA(10L-or-10min)_W0.22-3,36.32425,PUMP (High Volume Peristaltic Pump),This version can be used to provide data discovery services,TARA_20101031Z,SV Tara,TARA_078,0.22,3.0,19.854083,SAO,BACT
ERR599001,99999.0,tbd,5,38443789167,ERC000030,http://www.ebi.ac.uk/ena/data/view/reports/sra/fastq_files/ERR599001,ERS494628,38443789167,194231437,194231437,ERP001736,ERA357871,marine biome (ENVO:00000447),water layer with no specific feature,"""saline water (ENVO:00002010), including plankton (ENVO:xxxxxxxx)""",water,2012-03-19T19:18,2012-03-19T18:46:13,TARA_20120319T1848Z_152_EVENT_CAST,tbd,2014-05-01Z,43.7738,43.7684,-16.9097,-16.9047,n/a,99999.0,99999.0,Tara Oceans expedition (2009-2013),BACT_NUC-DNA(100L)_W0.22-3,99999.0,ROSETTE sampler with CTD (sbe9C) and 10 Niskin bottles,This version can be used to provide data discovery services,TARA_20120314Z,SV Tara,TARA_152,0.22,3.0,99999.0,NAO,BACT
ERR594322,0.0,tbd,600,30899230136,ERC000030,http://www.ebi.ac.uk/ena/data/view/reports/sra/fastq_files/ERR594322,ERS492685,30899230136,155930208,155930208,ERP001737,ERA356217,marine biome (ENVO:00000447),mesopelagic zone (ENVO:00000213),"""saline water (ENVO:00002010), including plankton (ENVO:xxxxxxxx)""",water,2011-07-28T03:26,2011-07-27T19:28:43,TARA_20110727T1932Z_122_Combined-EVENTS_CAST,tbd,2014-05-01Z,-8.978,-8.9729,-139.2432,-139.2393,"""(search radius=5 degrees) Marine Province:Marquesas (MRGID:21741), Marine Ecoregion:Marquesas (MRGID:21741)""",42.53205,38.115125,Tara Oceans expedition (2009-2013),GIRUS_NUC-dry_W0.45-0.8,34.580675,ROSETTE sampler with CTD (sbe9C) and 10 Niskin bottles,This version can be used to provide data discovery services,TARA_20110726Z,SV Tara,TARA_122,0.45,0.8,7.212238,SPO,GIRUS
ERR599003,0.078,tbd,5,5460520120,ERC000030,http://www.ebi.ac.uk/ena/data/view/reports/sra/fastq_files/ERR599003,ERS487899,39822071771,202168446,28822442,ERP001736,ERA357871,marine biome (ENVO:00000447),surface water layer (ENVO:00002042),"""saline water (ENVO:00002010), including plankton (ENVO:xxxxxxxx)""",water,2009-09-15T14:30,2009-09-15T11:30,TARA_20090915T1130Z_004_EVENT_PUMP,tbd,2014-05-01Z,35.5571,36.5533,-6.5586,-6.5669,(search radius=5 degrees) Marine Ecoregion:Alboran Sea (MRGID:3324),99999.0,99999.0,Tara Oceans expedition (2009-2013),BACT_NUC-DNA(100L)_W0.22-1.6,36.6324,PUMP (High Volume Peristaltic Pump),This version can be used to provide data discovery services,TARA_20090913Z,SV Tara,TARA_004,0.22,1.6,20.5251,NAO,BACT
ERR599377,0.295808,tbd,115,9028108595,ERC000030,http://www.ebi.ac.uk/ena/data/view/reports/sra/fastq_files/ERR599377,ERS492714,9028108595,47290818,47290818,ERP003708,ERA357908,marine biome (ENVO:00000447),deep chlorophyll maximum layer (ENVO:xxxxxxxx),"""saline water (ENVO:00002010), including plankton (ENVO:xxxxxxxx)""",water,2011-07-28T20:03,2011-07-28T17:15:56,TARA_20110728T1718Z_122_Combined-EVENTS_CAST,tbd,2014-05-01Z,-8.9632,-9.006299999999998,-139.2276,-139.1394,"""(search radius=5 degrees) Marine Province:Marquesas (MRGID:21741), Marine Ecoregion:Marquesas (MRGID:21741)""",2.333576,179.916875,Tara Oceans expedition (2009-2013),VIRUS_NUC-Fe_W<-0.22,36.097575,ROSETTE sampler with CTD (sbe9C) and 10 Niskin bottles,This version can be used to provide data discovery services,TARA_20110726Z,SV Tara,TARA_122,<,0.22,24.69625,SPO,VIRUS
ERR599376,0.04282,tbd,5,10819994340,ERC000030,http://www.ebi.ac.uk/ena/data/view/reports/sra/fastq_files/ERR599376,ERS489724,10819994340,56401139,56401139,ERP003708,ERA357908,marine biome (ENVO:00000447),surface water layer (ENVO:00002042),"""saline water (ENVO:00002010), including plankton (ENVO:xxxxxxxx)""",water,2010-06-26T07:50,2010-06-26T07:05,TARA_20100626T0705Z_056_EVENT_PUMP,tbd,2014-05-01Z,-15.331,-15.3424,43.2908,43.2965,"""(search radius=5 degrees) Marine Province:Western Indian Ocean (MRGID:21773), Marine Ecoregion:Fiji Islands (MRGID:21994), Marine Ecoregion:Western and Northern Madagascar (MRGID:22035)""",99999.0,193.05775,Tara Oceans expedition (2009-2013),VIRUS_NUC-Fe_W<-0.22,35.003133,PUMP (High Volume Peristaltic Pump),This version can be used to provide data discovery services,TARA_20100624Z,SV Tara,TARA_056,<,0.22,27.323117,IO,VIRUS
ERR599375,0.12146400000000004,tbd,177,8070739257,ERC000030,http://www.ebi.ac.uk/ena/data/view/reports/sra/fastq_files/ERR599375,ERS491930,8070739257,41960132,41960132,ERP003708,ERA357908,marine biome (ENVO:00000447),mesopelagic zone (ENVO:00000213) & marine oxygen minimum zone (ENVO:01000065),"""saline water (ENVO:00002010), including plankton (ENVO:xxxxxxxx)""",water,2011-04-16T19:52,2011-04-16T13:03:08,TARA_20110416T1306Z_100_Combined-EVENTS_CAST,tbd,2014-05-01Z,-12.9057,-12.9794,-96.155,-96.0232,n/a,21.068385,0.70843,Tara Oceans expedition (2009-2013),VIRUS_NUC-Fe_W<-0.22,34.840218,ROSETTE sampler with CTD (sbe9C) and 10 Niskin bottles,This version can be used to provide data discovery services,TARA_20110401Z,SV Tara,TARA_100,<,0.22,13.014573,SPO,VIRUS
ERR599002,0.394226,tbd,75,31587649343,ERC000030,http://www.ebi.ac.uk/ena/data/view/reports/sra/fastq_files/ERR599002,ERS489585,38670392429,194473583,159178051,ERP001736,ERA357871,marine biome (ENVO:00000447),deep chlorophyll maximum layer (ENVO:xxxxxxxx),"""saline water (ENVO:00002010), including plankton (ENVO:xxxxxxxx)""",water,2010-05-17T13:50,2010-05-17T11:42,TARA_20100517T1142Z_052_EVENT_PUMP,tbd,2014-05-01Z,-16.9675,-16.9534,53.9199,53.9601,(search radius=5 degrees) Marine Ecoregion:Cargados Carajos/Tromelin Island (MRGID:22029),0.244232,192.55925,Tara Oceans expedition (2009-2013),BACT_NUC-RNA(10L-or-10min)_W0.22-1.6,34.910755,PUMP (High Volume Peristaltic Pump) with ECOTriplet,This version can be used to provide data discovery services,TARA_20100515Z,SV Tara,TARA_052,0.22,1.6,24.89426,IO,BACT
ERR599371,0.0,tbd,1000,9772972348,ERC000030,http://www.ebi.ac.uk/ena/data/view/reports/sra/fastq_files/ERR599371,ERS489729,9772972348,51960724,51960724,ERP003708,ERA357908,marine biome (ENVO:00000447),mesopelagic zone (ENVO:00000213),"""saline water (ENVO:00002010), including plankton (ENVO:xxxxxxxx)""",water,2010-06-26T08:21,2010-06-26T07:12:30,TARA_20100626T0713Z_056_EVENT_CAST,tbd,2014-05-01Z,-15.3216,-15.3379,43.2843,43.2948,"""(search radius=5 degrees) Marine Province:Western Indian Ocean (MRGID:21773), Marine Ecoregion:Fiji Islands (MRGID:21994), Marine Ecoregion:Western and Northern Madagascar (MRGID:22035)""",99999.0,87.902,Tara Oceans expedition (2009-2013),VIRUS_NUC-Fe_W<-0.22,34.8332,ROSETTE sampler with CTD (sbe9C) and 10 Niskin bottles,This version can be used to provide data discovery services,TARA_20100624Z,SV Tara,TARA_056,<,0.22,6.2402,IO,VIRUS
ERR599034,0.0,tbd,850,5830604520,ERC000030,http://www.ebi.ac.uk/ena/data/view/reports/sra/fastq_files/ERR599034,ERS490065,44015231118,223362891,29284233,ERP001736,ERA357871,marine biome (ENVO:00000447),mesopelagic zone (ENVO:00000213),"""saline water (ENVO:00002010), including plankton (ENVO:xxxxxxxx)""",water,2010-07-12T15:24,2010-07-12T06:46:23,TARA_20100712T0650Z_065_Combined-EVENTS_CAST,tbd,2014-05-01Z,-35.27920000000001,-35.1889,26.381999999999998,26.2905,"""(search radius=5 degrees) Marine Province:Agulhas (MRGID:21760),  Marine Province:Northern New Zealand (MRGID:21786), Marine Ecoregion:Natal (MRGID:21805), Marine Ecoregion:Agulhas Bank (MRGID:21806)""",99999.0,197.9725,Tara Oceans expedition (2009-2013),BACT_NUC-DNA(100L)_W0.22-3,34.65115,ROSETTE sampler with CTD (sbe9C) and 10 Niskin bottles,This version can be used to provide data discovery services,TARA_20100624Z,SV Tara,TARA_065,0.22,3.0,8.4127,IO,BACT
ERR599035,0.310844,tbd,5,10276975582,ERC000030,http://www.ebi.ac.uk/ena/data/view/reports/sra/fastq_files/ERR599035,ERS490885,26561965953,134447282,51495893,ERP001736,ERA357871,marine biome (ENVO:00000447),surface water layer (ENVO:00002042),"""saline water (ENVO:00002010), including plankton (ENVO:xxxxxxxx)""",water,2010-12-06T11:45,2010-12-06T10:33,TARA_20101206T1033Z_082_EVENT_PUMP,tbd,2014-05-01Z,-47.1906,-47.1863,-58.2682,-58.2902,(search radius=5 degrees) Marine Ecoregion:Malvinas/Falklands (MRGID:21890),17.091069,305.012167,Tara Oceans expedition (2009-2013),BACT_NUC-RNA(10L-or-10min)_W0.22-3,34.048642,PUMP (High Volume Peristaltic Pump),This version can be used to provide data discovery services,TARA_20101126Z,SV Tara,TARA_082,0.22,3.0,7.321517,SAO,BACT
ERR599036,0.286662,tbd,5,9158297189,ERC000030,http://www.ebi.ac.uk/ena/data/view/reports/sra/fastq_files/ERR599036,ERS492814,36775870162,184209882,45847605,ERP001736,ERA357871,marine biome (ENVO:00000447),surface water layer (ENVO:00002042),"""saline water (ENVO:00002010), including plankton (ENVO:xxxxxxxx)""",water,2011-08-04T22:00,2011-08-04T18:33,TARA_20110804T1833Z_124_EVENT_PUMP,tbd,2014-05-01Z,-9.1552,-9.1504,-140.5284,-140.5216,"""(search radius=5 degrees) Marine Province:Marquesas (MRGID:21741), Marine Ecoregion:Marquesas (MRGID:21741)""",5.1118559999999995,190.72400000000002,Tara Oceans expedition (2009-2013),BACT_NUC-RNA(10L-or-10min)_W0.22-3,35.396729,PUMP (High Volume Peristaltic Pump),This version can be used to provide data discovery services,TARA_20110726Z,SV Tara,TARA_124,0.22,3.0,26.518985999999998,SPO,BACT
ERR594355,0.150865,tbd,150,11486472111,ERC000030,http://www.ebi.ac.uk/ena/data/view/reports/sra/fastq_files/ERR594355,ERS490610,11486472111,58870148,58870148,ERP003708,ERA356219,marine biome (ENVO:00000447),deep chlorophyll maximum layer (ENVO:xxxxxxxx),"""saline water (ENVO:00002010), including plankton (ENVO:xxxxxxxx)""",water,2010-10-16T18:43,2010-10-16T16:58:37,TARA_20101016T1700Z_076_Combined-EVENTS_CAST,tbd,2014-05-01Z,-21.0675,-21.0292,-35.3923,-35.3498,"""(search radius=5 degrees) Marine Ecoregion:Trindade and Martin Vaz Islands (MRGID:21989), Marine Ecoregion:Eastern Brazil (MRGID:21990)""",0.580918,203.81483300000002,Tara Oceans expedition (2009-2013),VIRUS_NUC-Fe_W<-0.22,36.724683,ROSETTE sampler with CTD (sbe9C) and 10 Niskin bottles,This version can be used to provide data discovery services,TARA_20101003Z,SV Tara,TARA_076,<,0.22,21.643283,SAO,VIRUS
ERR599030,0.013449000000000001,tbd,5,34045994384,ERC000030,http://www.ebi.ac.uk/ena/data/view/reports/sra/fastq_files/ERR599030,ERS493752,34045994384,171139183,171139183,ERP001736,ERA357871,marine biome (ENVO:00000447),surface water layer (ENVO:00002042),"""saline water (ENVO:00002010), including plankton (ENVO:xxxxxxxx)""",water,2011-12-10T14:50,2011-12-10T14:08,TARA_20111210T1408Z_138_EVENT_PUMP,tbd,2014-05-01Z,6.3315,6.3332,-102.9484,-102.9432,n/a,-1.184318,196.88275,Tara Oceans expedition (2009-2013),BACT_NUC-RNA(10L-or-10min)_W0.22-3,33.407042,PUMP (High Volume Peristaltic Pump),This version can be used to provide data discovery services,TARA_20111124Z,SV Tara,TARA_138,0.22,3.0,26.6362,NPO,BACT
ERR594353,0.324315,tbd,5,9201868976,ERC000030,http://www.ebi.ac.uk/ena/data/view/reports/sra/fastq_files/ERR594353,ERS490346,9201868976,47220407,47220407,ERP003708,ERA356219,marine biome (ENVO:00000447),surface water layer (ENVO:00002042),"""saline water (ENVO:00002010), including plankton (ENVO:xxxxxxxx)""",water,2010-09-21T08:07,2010-09-21T06:55,TARA_20100921T0655Z_070_EVENT_PUMP,tbd,2014-05-01Z,-20.3976,-20.4091,-3.2009,-3.1759,n/a,0.16801300000000002,215.650833,Tara Oceans expedition (2009-2013),VIRUS_NUC-Fe_W<-0.22,36.376225,PUMP (High Volume Peristaltic Pump),This version can be used to provide data discovery services,TARA_20100905Z,SV Tara,TARA_070,<,0.22,19.776808,SAO,VIRUS
ERR598978,0.238224,tbd,5,26380169467,ERC000030,http://www.ebi.ac.uk/ena/data/view/reports/sra/fastq_files/ERR598978,ERS491938,33658463482,168946455,132611913,ERP001736,ERA357871,marine biome (ENVO:00000447),surface water layer (ENVO:00002042),"""saline water (ENVO:00002010), including plankton (ENVO:xxxxxxxx)""",water,2011-04-21T23:14,2011-04-21T20:07,TARA_20110421T2007Z_102_EVENT_PUMP,tbd,2014-05-01Z,-5.254,-5.2529,-85.2248,-85.1545,"""(search radius=5 degrees) Marine Ecoregion:Eastern Galapagos Islands (MRGID:21870), Marine Ecoregion:Guayaquil (MRGID:21974)""",11.688971,205.992583,Tara Oceans expedition (2009-2013),BACT_NUC-RNA(10L-or-10min)_W0.22-3,34.748175,PUMP (High Volume Peristaltic Pump),This version can be used to provide data discovery services,TARA_20110401Z,SV Tara,TARA_102,0.22,3.0,24.943108,SPO,BACT
ERR598979,0.215292,tbd,5,9053042755,ERC000030,http://www.ebi.ac.uk/ena/data/view/reports/sra/fastq_files/ERR598979,ERS490029,28283861641,145100047,47194699,ERP001736,ERA357871,marine biome (ENVO:00000447),surface water layer (ENVO:00002042),"""saline water (ENVO:00002010), including plankton (ENVO:xxxxxxxx)""",water,2010-07-12T09:00,2010-07-12T05:59,TARA_20100712T0559Z_065_EVENT_PUMP,tbd,2014-05-01Z,-35.2087,-35.1728,26.2932,26.2868,"""(search radius=5 degrees) Marine Province:Agulhas (MRGID:21760),  Marine Province:Northern New Zealand (MRGID:21786), Marine Ecoregion:Natal (MRGID:21805), Marine Ecoregion:Agulhas Bank (MRGID:21806)""",99999.0,207.0439,Tara Oceans expedition (2009-2013),BACT_NUC-DNA(100L)_W0.22-3,35.44665999999999,PUMP (High Volume Peristaltic Pump),This version can be used to provide data discovery services,TARA_20100624Z,SV Tara,TARA_065,0.22,3.0,21.81684,IO,BACT
ERR598976,0.040347,tbd,5,39094876638,ERC000030,http://www.ebi.ac.uk/ena/data/view/reports/sra/fastq_files/ERR598976,ERS494518,39094876638,198143365,198143365,ERP001736,ERA357871,marine biome (ENVO:00000447),surface water layer (ENVO:00002042),"""saline water (ENVO:00002010), including plankton (ENVO:xxxxxxxx)""",water,2012-03-09T13:03,2012-03-09T08:59,TARA_20120309T0859Z_151_EVENT_PUMP,tbd,2014-05-01Z,36.139,36.1715,-28.9598,-29.023000000000003,n/a,0.334082,232.053333,Tara Oceans expedition (2009-2013),BACT_NUC-RNA(10L-or-10min)_W0.22-3,36.23775,PUMP (High Volume Peristaltic Pump),This version can be used to provide data discovery services,TARA_20120223Z,SV Tara,TARA_151,0.22,3.0,17.260108,NAO,BACT
ERR598977,0.47553999999999996,tbd,60,7189160018,ERC000030,http://www.ebi.ac.uk/ena/data/view/reports/sra/fastq_files/ERR598977,ERS489074,45373984742,231699645,38060321,ERP001736,ERA357871,marine biome (ENVO:00000447),deep chlorophyll maximum layer (ENVO:xxxxxxxx),"""saline water (ENVO:00002010), including plankton (ENVO:xxxxxxxx)""",water,2010-03-30T12:20,2010-03-30T10:56,TARA_20100330T1056Z_041_EVENT_PUMP,tbd,2014-05-01Z,14.5375,14.5536,70.0244,70.0128,(search radius=5 degrees) Marine Province:West and South Indian Shelf (MRGID:21777),-0.224514,148.328125,Tara Oceans expedition (2009-2013),BACT_NUC-RNA(10L-or-10min)_W0.22-1.6,36.496162,PUMP (High Volume Peristaltic Pump) with ECOTriplet,This version can be used to provide data discovery services,TARA_20100327Z,SV Tara,TARA_041,0.22,1.6,27.117663,IO,BACT
ERR598974,0.353707,tbd,17,6516856967,ERC000030,http://www.ebi.ac.uk/ena/data/view/reports/sra/fastq_files/ERR598974,ERS488747,39756780404,201050825,32688174,ERP001736,ERA357871,marine biome (ENVO:00000447),deep chlorophyll maximum layer (ENVO:xxxxxxxx),"""saline water (ENVO:00002010), including plankton (ENVO:xxxxxxxx)""",water,2010-03-12T12:33,2010-03-12T12:23,TARA_20100312T1223Z_036_EVENT_PUMP,tbd,2014-05-01Z,20.8199,20.8222,63.5138,63.5133,(search radius=5 degrees) Marine Ecoregion:Gulf of Oman (MRGID:4267),0.367767,211.606583,Tara Oceans expedition (2009-2013),BACT_NUC-DNA(100L)_W0.22-1.6,36.549267,PUMP (High Volume Peristaltic Pump) with ECOTriplet,This version can be used to provide data discovery services,TARA_20100309Z,SV Tara,TARA_036,0.22,1.6,25.37395,IO,BACT
ERR598975,0.18140599999999998,tbd,60,7410194646,ERC000030,http://www.ebi.ac.uk/ena/data/view/reports/sra/fastq_files/ERR598975,ERS488685,44033877797,224708079,37677371,ERP001736,ERA357871,marine biome (ENVO:00000447),deep chlorophyll maximum layer (ENVO:xxxxxxxx),"""saline water (ENVO:00002010), including plankton (ENVO:xxxxxxxx)""",water,2010-01-20T13:43,2010-01-20T11:50,TARA_20100120T1150Z_034_EVENT_PUMP,tbd,2014-05-01Z,18.49,18.4417,39.8483,39.8567,"""(search radius=5 degrees) Marine Province:Red Sea and Gulf of Aden (MRGID:21776), Marine Ecoregion:Southern Red Sea (MRGID:21918)""",0.08645,175.384083,Tara Oceans expedition (2009-2013),BACT_NUC-DNA(100L)_W0.22-1.6,38.916583,PUMP (High Volume Peristaltic Pump) with ECOTriplet,This version can be used to provide data discovery services,TARA_20100108Z,SV Tara,TARA_034,0.22,1.6,27.589917,RS,BACT
